,RowId,Airline Name,Review_Title,Review Date,Top Review Image Url,img_resnet50_score,img_resnet50_label
193,193,Aegean Airlines,"""In Flight Service was nice""",26th March 2023,https://www.airlinequality.com/wp-content/uploads/2023/03/IMG_20230314_092816_edit_1407529165077927-500x500.jpg,6.052022933959961,tray
203,203,Aer Lingus,"""Rather dismayed""",24th October 2024,https://www.airlinequality.com/wp-content/uploads/2024/10/IMG_8708-500x500.jpeg,6.042516708374023,plate
207,207,Aer Lingus,“seats are disgusting unfortunately”,18th September 2024,https://www.airlinequality.com/wp-content/uploads/2024/09/IMG_4994-500x500.jpeg,5.025806903839111,grey parrot
219,219,Aer Lingus,"""broke the wheels off our luggage""",3rd June 2024,https://www.airlinequality.com/wp-content/uploads/2024/06/Screen-Shot-2024-06-02-at-2.27.41-PM.png,-1.0,error
231,231,Aer Lingus,"""aircraft that is in horrific condition""",22nd December 2023,https://www.airlinequality.com/wp-content/uploads/2023/12/IMG_1298-500x500.jpeg,6.200885772705078,space bar
241,241,Aer Lingus,"""the crew were good fun""",25th September 2023,https://www.airlinequality.com/wp-content/uploads/2023/09/F7B06D6E-FE25-4185-98CC-7C73319BC86B-500x500.jpeg,5.200730800628662,toilet seat
248,248,Aer Lingus,“isn’t much better than Ryanair”,28th August 2023,https://www.airlinequality.com/wp-content/uploads/2023/08/IMG_6601-500x500.jpeg,6.728888988494873,car mirror
250,250,Aer Lingus,"""good representatives of their airline""",21st August 2023,https://www.airlinequality.com/wp-content/uploads/2023/08/ei-cork-500x500.jpg,6.404074192047119,airliner
276,276,Aer Lingus,"""absence of an apology""",11th June 2023,https://www.airlinequality.com/wp-content/uploads/2023/06/Air-Lingus-Flight-137-2-500x500.jpeg,6.093351364135742,butternut squash
295,295,Aero VIP,"""pilot was very nice""",3rd May 2019,https://www.airlinequality.com/wp-content/uploads/2019/05/7A62B9DF-414F-4D25-9A59-1F0EEB573CEA-500x500.jpeg,6.41058349609375,military aircraft
296,296,Aero VIP,"""fun and unique retro-experience""",17th July 2017,https://www.airlinequality.com/wp-content/uploads/2014/08/IMG_6709-500x500.jpg,5.974308490753174,wing
308,308,Aeroflot Russian Airlines,"""felt very rushed and unpolished""",30th January 2022,https://www.airlinequality.com/wp-content/uploads/2022/01/86D31E16-0930-42E1-865D-E9C0AD649224-500x500.jpeg,5.496666431427002,beer glass
310,310,Aeroflot Russian Airlines,"""cabin crew were outstanding""",25th September 2021,https://www.airlinequality.com/wp-content/uploads/2021/09/8646F09B-63BC-429F-A692-80FBBEBE5973-500x500.jpeg,5.044144153594971,red wine
323,323,Aeroflot Russian Airlines,"""above and beyond any competition from other European carriers""",31st October 2020,https://www.airlinequality.com/wp-content/uploads/2020/10/D2F12818-538D-44A0-B275-26AECB9EA426-500x500.jpeg,6.030627250671387,home theater
333,333,Aeroflot Russian Airlines,"""They have a bad pillow""",24th March 2020,https://www.airlinequality.com/wp-content/uploads/2020/03/IMG_20200321_114811_899-500x500.jpg,5.165227890014648,high-speed train
359,359,Aeroflot Russian Airlines,"""very robust high-quality product""",10th October 2019,https://www.airlinequality.com/wp-content/uploads/2019/10/IMG_8769-500x500.jpg,7.5923662185668945,plate
402,402,AeroItalia,"""impossible to check in online""",3rd April 2023,https://www.airlinequality.com/wp-content/uploads/2023/04/C34F921D-4748-40CC-B957-DF75BD07EBB1-500x500.jpeg,6.2165398597717285,turnstile
403,403,Aerolineas Argentinas,"""hey represent Skyteam very badly""",16th March 2025,https://www.airlinequality.com/wp-content/uploads/2025/03/20250307_235155-500x500.jpg,4.898161888122559,packet
414,414,Aerolineas Argentinas,"""Non-existent catering"" ",25th June 2023,https://www.airlinequality.com/wp-content/uploads/2023/06/IMG_3958-500x500.jpg,7.748603820800781,wing
435,435,Aerolineas Argentinas,"""Nice experience""",13th May 2019,https://www.airlinequality.com/wp-content/uploads/2019/05/IMG_20190428_110430-500x500.jpg,6.085034370422363,packet
437,437,Aerolineas Argentinas,"""Aircrafts were very outdated and worn""",4th May 2019,https://www.airlinequality.com/wp-content/uploads/2019/05/A8659CCB-0524-4BEC-8153-56D2B258E814-e1556870435385-500x500.jpeg,6.708439350128174,seat belt
467,467,Aerolineas Argentinas,"""Flights went well and punctual""",22nd December 2016,https://www.airlinequality.com/wp-content/uploads/2014/08/IMG_20161204_0853118-500x500.jpg,5.081506729125977,passenger car
474,474,Aerolineas Argentinas,"""biggest criticism was check-in""",3rd April 2016,https://www.airlinequality.com/wp-content/uploads/2014/08/WP_20160323_003-500x500.jpg,7.084105491638184,high-speed train
506,506,Aeromar,"""such bad customer service""",6th November 2018,https://www.airlinequality.com/wp-content/uploads/2018/11/IMG_0184.jpg,4.047749996185303,automated teller machine
512,512,Aeromexico,"""Badly maintained aircraft""",13th March 2025,https://www.airlinequality.com/wp-content/uploads/2025/03/IMG_1056-500x500.jpeg,5.0814290046691895,semi-trailer truck
521,521,Aeromexico,"""the flight ticked every box""",13th October 2024,https://www.airlinequality.com/wp-content/uploads/2024/10/IMG_5849-500x500.jpg,4.593780040740967,automated teller machine
523,523,Aeromexico,“staff super friendly”,5th October 2024,https://www.airlinequality.com/wp-content/uploads/2024/10/IMG_6345-500x500.jpeg,3.880445957183838,beaker
525,525,Aeromexico,"""zero customer service, zero empathy""",10th July 2024,https://www.airlinequality.com/wp-content/uploads/2024/07/Error-message-Aeromexico.png,6.418128967285156,website
533,533,Aeromexico,"""it was a huge mistake""",21st May 2024,https://www.airlinequality.com/wp-content/uploads/2024/05/IMG_20240427_150355-500x500.jpg,3.76706600189209,switch
536,536,Aeromexico,"""had a great experience""",24th April 2024,https://www.airlinequality.com/wp-content/uploads/2024/04/IMG_3675-500x500.jpeg,7.476372241973877,wing
546,546,Aeromexico,“service was great”,22nd January 2024,https://www.airlinequality.com/wp-content/uploads/2024/01/20231229_174216-1-500x500.jpg,5.847101211547852,airliner
547,547,Aeromexico,"""pleasurable, although very short flight""",21st January 2024,https://www.airlinequality.com/wp-content/uploads/2024/01/2023.12.29-Fly-AM2465-QRO-to-MEX-500x500.jpg,6.139613628387451,wing
552,552,Aeromexico,"""we got a bottle of water"" ",2nd January 2024,https://www.airlinequality.com/wp-content/uploads/2024/01/20231229_150527-500x500.jpg,6.139613628387451,wing
553,553,Aeromexico,"""as pleasant as possible"" ",2nd January 2024,https://www.airlinequality.com/wp-content/uploads/2024/01/20231229_174216-500x500.jpg,6.361550807952881,airliner
583,583,Aeromexico,"""it was a good flight""",23rd April 2023,https://www.airlinequality.com/wp-content/uploads/2023/04/IMG_1237-500x500.jpeg,4.4762959480285645,apron
599,599,Aeromexico,"""Such a bogus airline"" ",7th January 2023,https://www.airlinequality.com/wp-content/uploads/2023/01/8428534A-E777-4A10-A7F0-A1A27BC95A4B-500x500.jpeg,5.811264514923096,CRT screen
631,631,Africa World Airlines,"""call centre is so shocking""",5th February 2019,https://www.airlinequality.com/wp-content/uploads/2019/02/2019-02-05-09-50-41-E2FB24ED-47A3-4D41-9CC9-B7BE1DF8AF22-e1549361981810-500x500.jpeg,5.82724666595459,wing
678,678,Air Algerie,"""The most dirty airplane""",5th May 2023,https://www.airlinequality.com/wp-content/uploads/2023/05/IMG_5182-500x500.jpeg,4.4677510261535645,disc brake
679,679,Air Algerie,"""flight attendants were all very friendly""",8th March 2021,https://www.airlinequality.com/wp-content/uploads/2021/03/8739757B-FD1A-474B-8EB4-26BD35610638-500x500.jpg,4.851922512054443,spaghetti squash
691,691,Air Algerie,Air Algerie customer review,20th June 2015,https://www.airlinequality.com/wp-content/uploads/2014/08/2015-06-01-09.07.16-500x500.jpg,5.583316802978516,baguette
692,692,Air Algerie,Air Algerie customer review,16th June 2015,https://www.airlinequality.com/wp-content/uploads/2014/08/Capture-d’écran-2015-06-16-à-12.36.08-500x500.png,-1.0,error
755,755,Air Arabia,"""a very bad experience""",11th July 2023,https://www.airlinequality.com/wp-content/uploads/2023/07/WhatsApp-Image-2023-07-11-at-12.43.07-PM-500x500.jpeg,4.0591511726379395,cassette
766,766,Air Arabia,"""consider flying this airline again""",18th February 2023,https://www.airlinequality.com/wp-content/uploads/2023/02/arabia-500x500.jpg,6.341320991516113,airliner
775,775,Air Arabia,"""one of the worst flight that I used""",6th September 2022,https://www.airlinequality.com/wp-content/uploads/2022/09/B948987A-5AE5-41C8-9B8A-DCE35E15D934-500x500.jpeg,5.588679313659668,lighthouse
792,792,Air Arabia,"""don’t have any refund/cancellation policy""",3rd January 2022,https://www.airlinequality.com/wp-content/uploads/2022/01/0B6A7B81-1D95-4248-9C33-96DBF70973EE-500x500.jpeg,5.652517795562744,website
797,797,Air Arabia,"""didn’t let us get in inside our flight""",26th September 2021,https://www.airlinequality.com/wp-content/uploads/2021/09/ECB34608-E656-4AB1-923F-71B4FF014A62-500x500.png,-1.0,error
828,828,Air Arabia,"""crew friendly & efficient""",17th June 2019,https://www.airlinequality.com/wp-content/uploads/2019/06/Air-Arabia-500x500.jpg,6.734353542327881,airliner
836,836,Air Astana,"""one of the best experiences""",22nd July 2023,https://www.airlinequality.com/wp-content/uploads/2023/07/IMG20230426155514-500x500.jpg,5.667442321777344,packet
849,849,Air Astana,"""Service was excellent""",3rd April 2020,https://www.airlinequality.com/wp-content/uploads/2020/04/IMG_20200301_200841-500x500.jpg,6.636275291442871,packet
865,865,Air Astana,"""would go out of my way to fly Air Astana again""",28th June 2019,https://www.airlinequality.com/wp-content/uploads/2019/06/IMG_6408-500x500.jpeg,4.908606052398682,purse
870,870,Air Astana,"""Food was perfect""",17th May 2019,https://www.airlinequality.com/wp-content/uploads/2019/05/IMG_20190424_034208-500x500.jpg,5.803500652313232,seat belt
872,872,Air Astana,"""Excellent economy flight""",27th April 2019,https://www.airlinequality.com/wp-content/uploads/2019/04/20190417_163329-500x500.jpg,6.379781723022461,seat belt
878,878,Air Astana,"""perfect meal each way""",18th January 2019,https://www.airlinequality.com/wp-content/uploads/2019/01/2019-01-17-13-10-08-IMG_20190108_150205-500x500.jpg,5.948021411895752,tray
881,881,Air Astana,"""All flights on time""",8th October 2018,https://www.airlinequality.com/wp-content/uploads/2018/10/Screenshot_20181003-230339-500x500.jpg,5.241509437561035,website
886,886,Air Astana,"""no personal inflight entertainment""",29th September 2018,https://www.airlinequality.com/wp-content/uploads/2018/09/DSC_0040-500x500.jpg,4.648648262023926,meatloaf
895,895,Air Astana,"""service unbelievably attentive""",4th August 2018,https://www.airlinequality.com/wp-content/uploads/2018/08/Screenshot_20180724-202714-500x500.jpg,5.09053373336792,coral reef
896,896,Air Astana,"""Service attentive""",4th August 2018,https://www.airlinequality.com/wp-content/uploads/2018/08/Screenshot_20180715-181928-2-500x500.jpg,4.993526458740234,cliff
903,903,Air Astana,"""good entertainment""",26th May 2018,https://www.airlinequality.com/wp-content/uploads/2018/05/E5DD9B93-C2E6-4110-ADEB-6C0EBE04163D-e1527276122468-500x500.jpeg,6.064984321594238,minibus
913,913,Air Astana,"""service and food were excellent""",12th April 2018,https://www.airlinequality.com/wp-content/uploads/2018/04/file1-2-500x500.jpeg,6.977022171020508,plate
929,929,Air Astana,"""extremely comfortable beds""",29th April 2017,https://www.airlinequality.com/wp-content/uploads/2014/08/IMG_2894-3-e1493451820526-500x500.jpg,5.91936731338501,suit
994,994,Air Belgium,"""Uncomfortable business class seat""",12th March 2024,https://www.airlinequality.com/wp-content/uploads/2024/03/20240309_130631-500x500.jpg,6.343404293060303,airliner
1003,1003,Air Berlin,"""pricier than budget airlines""",11th September 2017,https://www.airlinequality.com/wp-content/uploads/2014/08/IMG_5988-1-500x500.jpg,5.3250274658203125,seat belt
1015,1015,Air Berlin,"""try to use German Airlines but AB is a shame""",28th July 2017,https://www.airlinequality.com/wp-content/uploads/2014/08/IMG_1865-e1501183726378-500x500.jpg,4.433980941772461,television
1031,1031,Air Berlin,"""need a better terminal""",6th June 2017,https://www.airlinequality.com/wp-content/uploads/2014/08/Tegal-5.jpg,4.564917087554932,library
1050,1050,Air Berlin,"""check-in staff unfriendly and impatient""",9th April 2017,https://www.airlinequality.com/wp-content/uploads/2014/08/IMG_1051-1-e1491680135974-500x500.jpg,6.36086893081665,airliner
1063,1063,Air Berlin,"""don't care about their customers""",30th January 2017,https://www.airlinequality.com/wp-content/uploads/2014/08/broken-board-e1485774585156-500x500.jpg,4.5253987312316895,vine snake
1072,1072,Air Berlin,"""the service is improving""",3rd January 2017,https://www.airlinequality.com/wp-content/uploads/2014/08/IMG_20160804_210320-500x500.jpg,6.5995025634765625,airliner
1090,1090,Air Berlin,"""the extra legroom is really valuable to me""",21st November 2016,https://www.airlinequality.com/wp-content/uploads/2014/08/1-48-500x500.jpg,5.367709159851074,backpack
1122,1122,Air Busan,“now starving in the plane”,11th June 2024,https://www.airlinequality.com/wp-content/uploads/2024/06/IMG_2681-500x500.jpeg,7.113990783691406,high-speed train
1152,1152,Air Cairo,"""all credit cards were rejected""",11th March 2023,https://www.airlinequality.com/wp-content/uploads/2023/03/20230225_173013-500x500.jpg,6.403522968292236,refrigerator
1156,1156,Air Cairo,"""Delay of more than 4 hours""",22nd October 2019,https://www.airlinequality.com/wp-content/uploads/2019/10/IMG_20191020_021329-500x500.jpg,6.491523742675781,CRT screen
1166,1166,Air Canada,"""not offer vouchers or reimbursement""",24th February 2025,https://www.airlinequality.com/wp-content/uploads/2025/02/Screenshot-2025-02-23-at-6.57.21 PM-500x500.png,-1.0,error
1180,1180,Air Canada,"""business class service is outstanding""",15th December 2024,https://www.airlinequality.com/wp-content/uploads/2024/12/IMG_3359-500x500.jpeg,3.8635354042053223,beaker
1197,1197,Air Canada,"""food was delicious""",22nd October 2024,https://www.airlinequality.com/wp-content/uploads/2024/10/IMG_20241002_224317-500x500.jpg,6.546377658843994,ambulance
1205,1205,Air Canada,"""I can’t say enough good things""",29th September 2024,https://www.airlinequality.com/wp-content/uploads/2024/09/IMG_2824-500x500.jpeg,4.680178165435791,academic gown
1209,1209,Air Canada,“what a shambles”,22nd September 2024,https://www.airlinequality.com/wp-content/uploads/2024/09/IMG_6321-1-500x500.jpeg,6.701022624969482,website
1237,1237,Air Canada,"""thoughtful and took initiative"" ",16th August 2024,https://www.airlinequality.com/wp-content/uploads/2024/08/image-41-500x500.jpg,6.262798309326172,turnstile
1246,1246,Air Canada,"""crew was very attentive""",1st August 2024,https://www.airlinequality.com/wp-content/uploads/2024/08/PXL_20240731_235335671-500x500.jpg,6.800438404083252,plate
1269,1269,Air Canada rouge,"""told I would have to check my bag""",16th July 2024,https://www.airlinequality.com/wp-content/uploads/2024/07/IMG_8998-500x500.jpeg,4.304095268249512,sliding door
1284,1284,Air Canada rouge,"""The service was excellent""",14th July 2023,https://www.airlinequality.com/wp-content/uploads/2023/07/IMG_9748-500x500.jpeg,6.242105007171631,airliner
1349,1349,Air Canada rouge,"""Air Canada Rouge was pretty poor""",26th September 2019,https://www.airlinequality.com/wp-content/uploads/2019/09/C16FF2CA-F2AA-49F9-902B-015EC9593A19-e1569433734286-500x500.jpeg,4.421811580657959,tape player
1359,1359,Air Canada rouge,"""nothing premium about this aircraft or service""",11th September 2019,https://www.airlinequality.com/wp-content/uploads/2019/09/20190907_162602-500x500.jpg,5.507844924926758,photocopier
1373,1373,Air Caraibes,"""improvements can be made""",21st April 2018,https://www.airlinequality.com/wp-content/uploads/2018/04/20180418_213803-500x500.jpg,5.97451639175415,plate
1390,1390,Air China,"""the most uncomfortable flights""",8th February 2025,https://www.airlinequality.com/wp-content/uploads/2025/02/IMG_20250128_153719-500x500.jpg,4.782952308654785,can opener
1392,1392,Air China,"""flight was very comfortable""",11th December 2024,https://www.airlinequality.com/wp-content/uploads/2024/12/IMG_3159-500x500.jpeg,5.8653764724731445,meatloaf
1393,1393,Air China,"""food was wonderful""",10th December 2024,https://www.airlinequality.com/wp-content/uploads/2024/12/IMG_6453-1-500x500.jpeg,6.902129650115967,mixing bowl
1394,1394,Air China,“flight attendants were kind”,5th December 2024,https://www.airlinequality.com/wp-content/uploads/2024/12/IMG_6453-500x500.jpeg,6.902129650115967,mixing bowl
1402,1402,Air China,"""service and staff was excellent""",13th June 2024,https://www.airlinequality.com/wp-content/uploads/2024/06/Screenshot_20240612_210139_Gallery-500x500.jpg,4.789717674255371,high-speed train
1408,1408,Air China,"""This is not a business class""",9th May 2024,https://www.airlinequality.com/wp-content/uploads/2024/05/IMG_7639-1-500x500.jpeg,6.79311466217041,plate
1410,1410,Air China,"""I was satisfied with the trip""",22nd April 2024,https://www.airlinequality.com/wp-content/uploads/2024/04/AirChina2-500x500.jpg,6.330512523651123,plate
1412,1412,Air China,"""footrest provided in economy""",9th April 2024,https://www.airlinequality.com/wp-content/uploads/2024/04/IMG_5818-scaled-e1712673557620-500x500.jpeg,4.837862014770508,grocery store
1421,1421,Air China,"""went very well because it wasn't full""",7th January 2024,https://www.airlinequality.com/wp-content/uploads/2024/01/DSC_1033-500x500.jpg,5.50294303894043,CRT screen
1423,1423,Air China,"""Never flying them again""",19th November 2023,https://www.airlinequality.com/wp-content/uploads/2023/11/IMG_20231103_042813-500x500.jpg,5.883364677429199,butternut squash
1435,1435,Air China,"""price of the ticket is very cheap""",1st February 2021,https://www.airlinequality.com/wp-content/uploads/2021/02/662c3990fb55e5cd23f797fa1f07b84-500x500.jpg,7.364465713500977,airliner
1452,1452,Air China,"""food was very average""",17th January 2020,https://www.airlinequality.com/wp-content/uploads/2020/01/BF6B2441-62E5-43AE-BA5B-9BF6F46CE4E2-500x500.jpeg,4.872725963592529,desk
1462,1462,Air China,"""one of the nicer flights""",12th December 2019,https://www.airlinequality.com/wp-content/uploads/2019/12/Air-China-Airbus-A321-Business-Class-cabin-1-500x500.jpg,5.4393157958984375,barber chair
1463,1463,Air China,Air China customer review,12th December 2019,https://www.airlinequality.com/wp-content/uploads/2019/12/Air-China-Boeing-777-Chinese-Lunch-Chicken-Main-Course-500x500.jpg,6.131833076477051,hot pot
1464,1464,Air China,"""does not have personal IFE""",9th December 2019,https://www.airlinequality.com/wp-content/uploads/2019/12/IMG_3944-500x500.jpg,6.769434928894043,airliner
1480,1480,Air China,"""missed the connecting flight""",15th October 2019,https://www.airlinequality.com/wp-content/uploads/2019/10/IMG_4551-500x500.jpeg,7.9315667152404785,sink
1492,1492,Air Corsica,"""there were no inflight service""",24th August 2020,https://www.airlinequality.com/wp-content/uploads/2020/08/IMG_20200822_0714541-500x500.jpg,4.787426948547363,photocopier
1503,1503,Air Djibouti,"""Plane was in a good condition""",29th January 2023,https://www.airlinequality.com/wp-content/uploads/2023/01/Screenshot_20230129_173414_com.huawei.photos_edit_377160086055467-500x500.jpg,4.112894058227539,nipple
1504,1504,Air Djibouti,"""Okay was our general impression""",8th December 2019,https://www.airlinequality.com/wp-content/uploads/2019/12/Air_Djib-1911-001r-500x500.jpg,7.744880199432373,airliner
1514,1514,Air Dolomiti,"""Never again with this airline""",17th June 2023,https://www.airlinequality.com/wp-content/uploads/2023/06/IMG_5568-500x500.jpeg,5.949756622314453,spaghetti squash
1533,1533,Air Dolomiti,"""Pleasant flight and great meal""",28th December 2019,https://www.airlinequality.com/wp-content/uploads/2019/12/DSC_0109-500x500.jpg,4.885189056396484,beaker
1538,1538,Air Dolomiti,"""immaculate plane, comfortable seat""",5th June 2019,https://www.airlinequality.com/wp-content/uploads/2019/06/1325FA00-10E1-42BE-80AE-4C05B0E9693B-500x500.jpg,5.834657669067383,espresso
1544,1544,Air Dolomiti,"""best domestic airline in Europe""",5th December 2017,https://www.airlinequality.com/wp-content/uploads/2014/08/IMG_20170709_183204-500x500.jpg,5.977767467498779,airliner
1611,1611,Air Europa,"""encountered terrible service""",10th April 2024,https://www.airlinequality.com/wp-content/uploads/2024/04/IMG_20240228_211018-500x500.jpg,5.952676296234131,burrito
1617,1617,Air Europa,“poor punctuality”,28th February 2024,https://www.airlinequality.com/wp-content/uploads/2024/02/IMG-20240228-WA0004-500x500.jpg,6.174765586853027,packet
1633,1633,Air Europa,"""good legroom, tasty meals""",3rd August 2023,https://www.airlinequality.com/wp-content/uploads/2023/08/IMG_0812-500x500.jpeg,7.133885383605957,airliner
1634,1634,Air Europa,"""good legroom, tasty meals""",27th July 2023,https://www.airlinequality.com/wp-content/uploads/2023/07/IMG_0812-500x500.jpeg,7.133885383605957,airliner
1638,1638,Air Europa,"""a good flight experience""",23rd June 2023,https://www.airlinequality.com/wp-content/uploads/2023/06/IMG_6145-500x500.jpeg,6.402554512023926,airliner
1651,1651,Air Europa,"""Worst flight ever""",12th February 2023,https://www.airlinequality.com/wp-content/uploads/2023/02/7F84E5F5-56F5-49B2-AD7D-E1D94BF4E79D-500x500.jpeg,5.517104625701904,window shade
1679,1679,Air Europa,"""sternly spoken to in the boarding process""",3rd June 2022,https://www.airlinequality.com/wp-content/uploads/2022/06/9B9B97EB-75E1-43CF-BE3F-86D2C31FC940-500x500.jpeg,5.323943614959717,castle
1686,1686,Air Europa,"""I was the only unfortunate that could not get the menu that I wanted""",23rd March 2022,https://www.airlinequality.com/wp-content/uploads/2022/03/16480526521931547400076864569875-500x500.jpg,4.990749835968018,washing machine
1698,1698,Air France,"""expected to either be moved or refunded""",8th February 2025,https://www.airlinequality.com/wp-content/uploads/2025/02/IMG-20250208-WA0001-500x500.jpg,5.430126190185547,plate
1715,1715,Air France,“crew was absolutely uncooperative”,5th November 2024,https://www.airlinequality.com/wp-content/uploads/2024/11/IMG_6570-500x500.jpeg,6.298999309539795,soap dispenser
1719,1719,Air France,“The dinner was a joke”,17th October 2024,https://www.airlinequality.com/wp-content/uploads/2024/10/Dinner-Air-France-Economy-500x500.jpg,6.2089996337890625,packet
1720,1720,Air France,"""no sleep possible""",14th October 2024,https://www.airlinequality.com/wp-content/uploads/2024/10/20241012_212453-2-500x500.jpg,6.318450927734375,espresso
1738,1738,Air France,“a very disappointing experience”,5th August 2024,https://www.airlinequality.com/wp-content/uploads/2024/08/cb45b8c2-006a-4746-b648-c6e21085103c-500x500.jpeg,4.762564182281494,go-kart
1744,1744,Air France,"""don’t care about the customer"" ",26th July 2024,https://www.airlinequality.com/wp-content/uploads/2024/07/IMG_8741-500x500.jpeg,4.710813999176025,refrigerator
1761,1761,Air France,"""Mixed feelings about the flight""",21st May 2024,https://www.airlinequality.com/wp-content/uploads/2024/05/IMG_2698-500x500.jpeg,5.914881229400635,water jug
1766,1766,Air France,"""The hard product was fine""",12th April 2024,https://www.airlinequality.com/wp-content/uploads/2024/04/20240213_024041-1-500x500.jpg,6.809517860412598,menu
1780,1780,Air France,“I felt squeezed in”,28th January 2024,https://www.airlinequality.com/wp-content/uploads/2024/01/IMG20231223105023-500x500.jpg,5.7033371925354,plate
1811,1811,Air Iceland Connect,"""really enjoyed the flight""",30th March 2018,https://www.airlinequality.com/wp-content/uploads/2018/03/0111801904a-1-500x500.jpg,6.180333137512207,airliner
1812,1812,Air India,"""Failing miserably""",20th March 2025,https://www.airlinequality.com/wp-content/uploads/2025/03/WhatsApp-Image-2025-03-20-at-11.57.35-AM-500x500.jpeg,4.882714748382568,seat belt
1815,1815,Air India,"""check in process was horrible""",14th March 2025,https://www.airlinequality.com/wp-content/uploads/2025/03/IMG_5891-500x500.jpeg,4.915989398956299,spotlight
1824,1824,Air India,"""giving all help and support""",3rd February 2025,https://www.airlinequality.com/wp-content/uploads/2025/02/20250202_171831-500x500.jpg,6.177183151245117,Shih Tzu
1829,1829,Air India,"""Done with Air India forever""",4th January 2025,https://www.airlinequality.com/wp-content/uploads/2025/01/17360247761601522435898206021709-500x500.jpg,5.077319622039795,television
1839,1839,Air India,"""lacking a little bit in customer service""",30th November 2024,https://www.airlinequality.com/wp-content/uploads/2024/11/Air-India-food--500x500.png,5.647459506988525,baguette
1851,1851,Air India,"""a great experience""",11th November 2024,https://www.airlinequality.com/wp-content/uploads/2024/11/IMG_4056-500x500.jpg,6.203139305114746,doormat
1859,1859,Air India,"""denied to get the wheelchair""",23rd October 2024,https://www.airlinequality.com/wp-content/uploads/2024/10/WhatsApp-Image-2024-10-22-at-9.08.29-PM-500x500.jpeg,5.675044536590576,spatula
1864,1864,Air India,"""the experience was extremely poor""",25th September 2024,https://www.airlinequality.com/wp-content/uploads/2024/09/IMG_0003-500x500.jpeg,3.7740116119384766,washing machine
1876,1876,Air India,"""Annoying, frustrating and sad experience """,7th September 2024,https://www.airlinequality.com/wp-content/uploads/2024/09/signal-2024-08-29-01-32-27-063-500x500.jpg,5.921481609344482,clothes iron
1887,1887,Air India,"""bags were delayed by 2+ weeks""",6th August 2024,https://www.airlinequality.com/wp-content/uploads/2024/08/brave_YyP2zY57rs-500x455.jpg,-1.0,error
1891,1891,Air India,"""Avoid flying Air India""",27th July 2024,https://www.airlinequality.com/wp-content/uploads/2024/07/IMG_6364-500x500.jpeg,7.486896991729736,CRT screen
1903,1903,Air India,"""express my deep disappointment""",19th June 2024,https://www.airlinequality.com/wp-content/uploads/2024/06/IMG-20240323-WA0014-500x500.jpg,7.374326229095459,CD player
1940,1940,Air India Express,"""max with 10kg including my laptop""",13th October 2024,https://www.airlinequality.com/wp-content/uploads/2024/10/WhatsApp-Image-2024-10-13-at-00.05.58-500x500.jpeg,5.042318344116211,sawmill
